id,title,budget_clean,revenue_clean,roi
127585,X-Men: Days of Future Past,250000000,747862775,2.9914511
9738,Fantastic Four,100000000,330579719,3.30579719
27549,Beastmaster 2: Through the Portal of Time,6000000,869325,0.1448875
284052,Doctor Strange,165000000,677718395,4.107384212
1924,Superman,55000000,300218018,5.458509418
8536,Superman II,54000000,190458706,3.527013074
49521,Man of Steel,225000000,662845518,2.94598008
68735,Warcraft,160000000,433677183,2.710482394
122917,The Hobbit: The Battle of the Five Armies,250000000,956019788,3.824079152
293167,Kong: Skull Island,185000000,566652812,3.062988173
209112,Batman v Superman: Dawn of Justice,250000000,873260194,3.493040776
1930,The Amazing Spider-Man,215000000,752215857,3.498678405
13945,The Sword and the Sorcerer,4000000,39103425,9.77585625
102382,The Amazing Spider-Man 2,200000000,705717432,3.52858716
76338,Thor: The Dark World,170000000,644571402,3.791596482
234004,Ratchet & Clank,20000000,8821329,0.44106645
12589,Jimmy Neutron: Boy Genius,25000000,80936232,3.23744928
140300,Kung Fu Panda 3,145000000,521170825,3.594281552
17711,The Adventures of Rocky & Bullwinkle,76000000,35134820,0.462300263
12244,9,30000000,48428063,1.614268767
16873,Battle for Terra,4000000,6101046,1.5252615
14011,Justice League: The New Frontier,3500000,5231128,1.494608
28963,The Thief of Bagdad,1135654,1213880,1.068881895
12227,White Fang,14000000,34793160,2.485225714
43884,The Charge of the Light Brigade,1200000,2736000,2.28
244,King Kong,672000,10000000,14.88095238
1492,1492: Conquest of Paradise,47000000,7191399,0.153008489
4515,Lions for Lambs,35000000,63215872,1.806167771
665,Ben-Hur,15000000,146900000,9.793333333
15573,The Cowboys,6000000,7500000,1.25
3090,The Treasure of the Sierra Madre,3800000,4307000,1.133421053
47942,When Time Ran Out...,20000000,3763988,0.1881994
15070,Undisputed,20000000,12398628,0.6199314
11362,The Count of Monte Cristo,35000000,75395048,2.154144229
15074,Extreme Ops,40000000,10959475,0.273986875
1579,Apocalypto,40000000,120175290,3.00438225
11866,Flight of the Phoenix,45000000,21009180,0.466870667
2320,Executive Decision,55000000,121969216,2.217622109
9208,Broken Arrow,50000000,150270147,3.00540294
123553,The Mortal Instruments: City of Bones,60000000,90565421,1.509423683
13811,Knowing,50000000,155446362,3.10892724
664,Twister,92000000,494471524,5.374690478
4643,The Guardian,70000000,55011732,0.785881886
33454,Scaramouche,3005000,6746000,2.244925125
152747,All Is Lost,9000000,6108720,0.678746667
14351,Crossover,5800000,7000000,1.206896552
290595,The Huntsman: Winter's War,115000000,164602163,1.431323157
171424,The Green Inferno,5000000,6833445,1.366689
13256,Mutant Chronicles,8000000,2033165,0.254145625
14623,Thunderbirds,57000000,28283637,0.496204158
1499,Teenage Mutant Ninja Turtles III,21000000,42000000,2
36278,Top Dog,6000000,5093707,0.848951167
12279,Spy Kids 3-D: Game Over,38000000,197011982,5.184525842
14560,Paul Blart: Mall Cop,26000000,183293131,7.049735808
14361,Captain Ron,24000000,22518097,0.938254042
24264,Sheena,25000000,5778353,0.23113412
14506,The Adventures of Baron Munchausen,46630000,8083123,0.173345979
17130,Crossroads,12000000,61141030,5.095085833
12138,3000 Miles to Graceland,62000000,18720175,0.301938306
10762,Without a Paddle,19000000,69631118,3.664795684
11375,Hollywood Homicide,75000000,51142659,0.68190212
3132,Bad Company,70000000,65977295,0.942532786
10723,Bulletproof,25000000,22611954,0.90447816
13191,"War, Inc.",5000000,1296184,0.2592368
9448,The Big Hit,13000000,27007143,2.077472538
8860,Metro,55000000,31987563,0.581592055
11576,"It's a Mad, Mad, Mad, Mad World",9400000,60000000,6.382978723
8487,Wild Wild West,170000000,222104681,1.306498124
283995,Guardians of the Galaxy Vol. 2,200000000,863416141,4.317080705
608,Men in Black II,140000000,441818803,3.155848593
134,"O Brother, Where Art Thou?",26000000,71868327,2.764166423
293660,Deadpool,58000000,783112979,13.50194791
19827,The In-Laws,9000000,38200000,4.244444444
10057,The Three Musketeers,30000000,53898845,1.796628167
9618,Tango & Cash,55000000,63408614,1.152883891
12704,Ishtar,55000000,14375181,0.261366927
9760,Epic Movie,20000000,86865564,4.3432782
6519,The Dukes of Hazzard,50000000,110803676,2.21607352
9838,King Solomon's Mines,12500000,238227,0.01905816
13064,Airborne,2600000,2850263,1.096255
22538,Scott Pilgrim vs. the World,60000000,47664559,0.794409317
13938,The Last Dragon,10000000,25754284,2.5754284
17108,Kung Fu Dunk,10000000,22896728,2.2896728
76649,Pompeii,130000000,117831631,0.906397162
57201,The Lone Ranger,255000000,89289910,0.35015651
1368,First Blood,15000000,125212904,8.347526933
17585,Surviving the Game,7400000,7690013,1.039190946
5551,Space Cowboys,65000000,128884132,1.9828328
9350,Cliffhanger,70000000,255000211,3.642860157
76163,The Expendables 2,100000000,312573423,3.12573423
138103,The Expendables 3,90000000,206172544,2.290806044
9091,Sudden Death,35000000,64350171,1.838576314
37724,Skyfall,200000000,1108561013,5.542805065
31671,Breakout,1000000,16000000,16
49021,Killer Elite,66000000,57777106,0.875410697
11228,Daylight,80000000,159212469,1.990155863
10861,Maximum Risk,25000000,51702483,2.06809932
10999,Commando,10000000,57500000,5.75
10538,Passenger 57,15000000,44065653,2.9377102
9619,Dante's Peak,116000000,178127760,1.535584138
9802,The Rock,75000000,335062621,4.467501613
297761,Suicide Squad,175000000,745600054,4.260571737
232,Rumble Fish,10000000,2494480,0.249448
16608,The Proposition,2000000,5048693,2.5243465
9972,Lock Up,24000000,22099847,0.920826958
11474,The Warriors,4000000,22490039,5.62250975
20304,Never Die Alone,3000000,5923000,1.974333333
9631,The Negotiator,50000000,44547681,0.89095362
11679,xXx: State of the Union,60000000,71073932,1.184565533
9766,Gridiron Gang,30000000,41480851,1.382695033
9759,Cellular,25000000,56422687,2.25690748
14289,Fire Down Below,60000000,16000000,0.266666667
2207,16 Blocks,55000000,65664721,1.193904018
2019,Hard Target,18000000,74189677,4.121648722
1537,Changing Lanes,45000000,94935764,2.109683644
5549,RoboCop 2,35000000,45681173,1.305176371
34813,The Losers,25000000,23580000,0.9432
493,Shaft's Big Score!,1978000,10000000,5.055611729
59859,Kick-Ass 2,28000000,60700000,2.167857143
1637,Speed,30000000,350448145,11.68160483
47971,xXx: Return of Xander Cage,85000000,346147658,4.072325388
9070,Mighty Morphin Power Rangers: The Movie,15000000,66000000,4.4
10249,The Rocketeer,42000000,62000000,1.476190476
140607,Star Wars: The Force Awakens,245000000,2068223624,8.441729078
154,Star Trek II: The Wrath of Khan,12000000,96800000,8.066666667
10061,Escape from L.A.,50000000,42277365,0.8455473
135397,Jurassic World,150000000,1513528810,10.09019207
76341,Mad Max: Fury Road,150000000,378858340,2.525722267
15268,Street Fighter: The Legend of Chun-Li,50000000,12764201,0.25528402
330459,Rogue One: A Star Wars Story,200000000,1056057273,5.280286365
100402,Captain America: The Winter Soldier,170000000,714766572,4.204509247
54138,Star Trek Into Darkness,190000000,467365246,2.459817084
602,Independence Day,75000000,816969268,10.89292357
99861,Avengers: Age of Ultron,280000000,1405403694,5.019298907
131634,The Hunger Games: Mockingjay - Part 2,160000000,653428261,4.083926631
305470,Power Rangers,100000000,142337240,1.4233724
166424,Fantastic Four,120000000,167977596,1.3998133
68721,Iron Man 3,200000000,1215439994,6.07719997
286567,Max Steel,10000000,6272403,0.6272403
188927,Star Trek Beyond,185000000,343471816,1.856604411
49529,John Carter,260000000,284139100,1.092842692
24746,Six-String Samurai,2000000,124494,0.062247
47933,Independence Day: Resurgence,165000000,389681935,2.361708697
9355,Mad Max Beyond Thunderdome,12305523,36230219,2.944224232
861,Total Recall,65000000,261317921,4.020275708
10871,Switchback,37000000,6482195,0.175194459
9620,Paycheck,60000000,96269812,1.604496867
184315,Hercules,100000000,243400000,2.434
9342,The Mask of Zorro,95000000,250288523,2.634616032
551,The Poseidon Adventure,5000000,84563118,16.9126236
188207,The Legend of Hercules,70000000,61279452,0.875420743
9103,The Quest,30000000,57400547,1.913351567
12500,American Ninja,1000000,10499694,10.499694
258489,The Legend of Tarzan,180000000,356743061,1.981905894
72331,Abraham Lincoln: Vampire Hunter,69000000,112265139,1.627031
43074,Ghostbusters,144000000,229147509,1.591302146
71676,Ghost Rider: Spirit of Vengeance,57000000,149217355,2.617848333
11649,Masters of the Universe,22000000,17336370,0.788016818
9823,Mortal Kombat: Annihilation,30000000,51376861,1.712562033
8011,Highlander: The Final Dimension,26000000,36800000,1.415384615
8010,Highlander II: The Quickening,30000000,15556340,0.518544667
364,Batman Returns,80000000,280000000,3.5
9312,Mortal Kombat,18000000,122195920,6.788662222
324852,Despicable Me 3,80000000,1020063384,12.7507923
324849,The Lego Batman Movie,80000000,311950384,3.8993798
382322,Batman: The Killing Joke,3500000,3775000,1.078571429
31261,Halo Legends,100000,1000000,10
5822,Sweet Sweetback's Baadasssss Song,150000,15200000,101.3333333
8656,Deep Impact,75000000,140464664,1.872862187
58699,Bellflower,17000,101236,5.955058824
9567,Tears of the Sun,70000000,85632458,1.223320829
98,Gladiator,103000000,457640427,4.443110942
20481,Nightbreed,11000000,8862354,0.805668545
10766,Damien: Omen II,6800000,26518355,3.899758088
72190,World War Z,200000000,531865000,2.659325
9980,Maximum Overdrive,10000000,7433663,0.7433663
16442,Sergeant York,1400000,16361885,11.68706071
18712,Sands of Iwo Jima,1000000,7800000,7.8
1941,Exodus,4000000,21750000,5.4375
300673,The Finest Hours,80000000,52099090,0.651238625
2669,The Bounty,25000000,8613462,0.34453848
967,Spartacus,12000000,60000000,5
27759,55 Days at Peking,17000000,10000000,0.588235294
174751,Jane Got a Gun,25000000,1397284,0.05589136
27945,Hombre,5860000,12000000,2.04778157
4512,The Assassination of Jesse James by the Coward Robert Ford,30000000,14711793,0.4903931
24748,Hud,2500000,10000000,4
193756,Lone Survivor,40000000,149295601,3.732390025
26268,Harper,3500000,12000000,3.428571429
9386,In the Line of Fire,40000000,176997168,4.4249292
144336,Sabotage,35000000,17508518,0.500243371
10461,Get Carter,63600000,19412993,0.305235739
192102,3 Days to Kill,28000000,52597999,1.878499964
11123,Earthquake,7000000,79666653,11.38095043
2100,The Last Castle,72000000,27642707,0.383926486
137094,Jack Ryan: Shadow Recruit,60000000,50549107,0.842485117
254128,San Andreas,110000000,470490832,4.277189382
9798,Enemy of the State,90000000,250649836,2.784998178
75174,The Grey,25000000,77278331,3.09113324
74998,Seeking Justice,17000000,12355798,0.726811647
9770,Mad City,50000000,10541523,0.21083046
117251,White House Down,150000000,205366737,1.36911158
9331,Clear and Present Danger,62000000,215887717,3.482059952
73499,The Double,17000000,3696232,0.217425412
12123,Chain Reaction,50000000,60209334,1.20418668
10447,No Escape,20000000,15340000,0.767
21259,Testament,1500000,2044892,1.363261333
7485,Shooter,61000000,95696996,1.568803213
10782,Basic,50000000,42792561,0.85585122
9268,Eraser,100000000,242295562,2.42295562
8834,Conspiracy Theory,75000000,136982834,1.826437787
59440,Warrior,25000000,23057115,0.9222846
14570,Gymkata,8500000,5730596,0.674187765
1825,Over the Top,25000000,16057580,0.6423032
307081,Southpaw,30000000,91709827,3.056994233
39002,No Holds Barred,8000000,16093651,2.011706375
13177,Battle in Seattle,8000000,908847,0.113605875
169209,Empire State,11000000,3639345,0.330849545
34421,The Perfect Weapon,10000000,14061361,1.4061361
323677,Race,5000000,24804129,4.9608258
12253,Biker Boyz,24000000,23510601,0.979608375
28881,Wind,29000000,5519569,0.190329966
4421,G.I. Jane,50000000,48169156,0.96338312
44695,The Born Losers,360000,36000000,100
9542,The Hitcher,6000000,5844868,0.974144667
316727,The Purge: Election Year,10000000,118587880,11.858788
8398,The Hitcher,10000000,25399945,2.5399945
15158,Phantasm II,3000000,7282851,2.427617
8337,They Live,4000000,13008928,3.252232
10016,Ghosts of Mars,28000000,14010832,0.500386857
71679,Resident Evil: Retribution,65000000,240159255,3.694757769
18882,Man-Thing,7500000,143000,0.019066667
173897,Resident Evil: The Final Chapter,40000000,312242626,7.80606565
19058,Down,15000000,163169,0.010877933
9362,Tremors,11000000,48572000,4.415636364
31947,King Kong Lives,10000000,4711220,0.471122
25209,Annie Get Your Gun,3768785,8000000,2.122700021
31633,The Marrying Man,26000000,12454768,0.479029538
29076,Gun Shy,10000000,1631839,0.1631839
11141,Laws of Attraction,28000000,30016165,1.072005893
10720,Down with Love,35000000,20298207,0.579948771
61178,Nadine,12000000,5669831,0.472485917
333385,Mr. Right,8000000,34694,0.00433675
47816,3 Strikes,6000000,9000000,1.5
59962,This Means War,65000000,156974557,2.414993185
23172,The Spy Next Door,28000000,45236543,1.615590821
256961,Paul Blart: Mall Cop 2,38000000,107597242,2.831506368
9595,Hot Shots!,26000000,181096164,6.965237077
9255,Hot Shots! Part Deux,25000000,133752825,5.350113
9067,Tank Girl,25000000,4064495,0.1625798
54022,Search and Destroy,4000000,389503,0.09737575
9584,Convoy,12000000,22765081,1.897090083
19143,Diggstown,17000000,4836637,0.284508059
20697,Ready to Rumble,24000000,12372410,0.515517083
5375,Fred Claus,100000000,97838349,0.97838349
3980,Critters,2000000,13167232,6.583616
10206,Buffy the Vampire Slayer,7000000,16624456,2.374922286
23330,The Ballad of Cable Hogue,3716946,5000000,1.345190379
37821,Killers,75000000,98159963,1.308799507
9548,The Adventures of Ford Fairlane,49000000,20423389,0.416803857
2185,Big Trouble,40000000,8493890,0.21234725
49010,Hobo with a Shotgun,3000000,748453,0.249484333
7288,Duplex,40000000,19322135,0.483053375
2162,Chill Factor,70000000,11263966,0.1609138
15745,Made,5000000,5476060,1.095212
70829,The Last Godfather,13400000,16700000,1.246268657
18550,Fled,25000000,17193231,0.68772924
3172,Bandits,75000000,67631903,0.901758707
10589,After the Sunset,60000000,61347797,1.022463283
334521,Free Fire,10000000,3565109,0.3565109
290250,The Nice Guys,50000000,62788218,1.25576436
9737,Bad Boys,19000000,141407024,7.442474947
2109,Rush Hour,33000000,244386864,7.405662545
7516,Smokin' Aces,17000000,57103895,3.359052647
24558,Loose Cannons,1500000,5585154,3.723436
5236,Kiss Kiss Bang Bang,15000000,15785148,1.0523432
10345,K-9,17000000,78247647,4.602802765
11001,Blue Streak,65000000,117758500,1.811669231
64688,21 Jump Street,42000000,201585328,4.799650667
14396,Code Name: The Cleaner,20000000,10337477,0.51687385
16969,City Heat,25000000,38348988,1.53395952
11517,Money Train,60000000,35431113,0.59051855
2620,Armed and Dangerous,12000000,15945534,1.3287945
10023,Dragnet,20000000,66673516,3.3336758
90,Beverly Hills Cop,15000000,316360478,21.09069853
26352,A Low Down Dirty Shame,10000000,29392418,2.9392418
54054,One for the Money,40000000,36893721,0.922343025
306,Beverly Hills Cop III,50000000,119208989,2.38417978
27581,The Other Guys,100000000,170432927,1.70432927
96,Beverly Hills Cop II,20000000,299965036,14.9982518
9397,Evolution,80000000,98376292,1.22970365
41154,Men in Black 3,225000000,624026776,2.773452338
9890,The Stepford Wives,90000000,102000000,1.133333333
11692,The Adventures of Pluto Nash,100000000,7103973,0.07103973
13282,Death Race 2000,300000,8000000,26.66666667
257344,Pixels,88000000,243637091,2.768603307
59678,Attack the Block,14350531,3964682,0.276274237
262841,Monster Trucks,125000000,64493915,0.51595132
11918,Superhero Movie,35000000,25871834,0.739195257
12094,Jackass Number Two,11000000,72778712,6.616246545
267193,Grimsby,35000000,25182929,0.719512257
44147,Wild Target,8000000,3453043,0.431630375
11221,Best Defense,18000000,19265302,1.070294556
12277,Undercover Brother,25000000,41604473,1.66417892
342521,Keanu,15000000,20566327,1.371088467
168530,Ride Along,25000000,153997819,6.15991276
13408,The Wash,7000000,10229331,1.461333
14475,Used Cars,8000000,11715321,1.464415125
13805,Disaster Movie,25000000,14109284,0.56437136
1775,Canadian Bacon,11000000,178104,0.016191273
5851,Showtime,85000000,77741732,0.914608612
59108,Tower Heist,75000000,152930623,2.039074973
31395,"Car 54, Where Are You?",10700000,1238080,0.115708411
109414,This Is the End,32000000,126041322,3.938791313
