id, budget ,genres,genre_1,genre_2,genre_3,imdb_id,original_language,original_title,popularity,production_companies,production_countries,release_month,release_year,release_date, revenue ,runtime_minutes,spoken_languages,count_spoken_language,status,tagline,title,vote_average,vote_count,,
2289," $79,000,000.00 ","[{'id': 18, 'name': 'Drama'}]",Drama,,,tt0159365,en,Cold Mountain,9.65,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Mirage Enterprises', 'id': 932}, {'name': 'Castel Film Romania', 'id': 1370}, {'name': 'Bona Fide Productions', 'id': 2570}, {'name': 'Cattleya', 'id': 10102}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'RO', 'name': 'Romania'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",December,2003,12/24/2003," $173,013,509.00 ",154,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Find the strength. Find the courage. No matter what it takes... find the way home.,Cold Mountain,6.7,545,,
4232," $14,000,000.00 ","[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",Crime,Horror,Mystery,tt0117571,en,Scream,13.33,"[{'name': 'Woods Entertainment', 'id': 979}, {'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",December,1996,12/20/1996," $173,046,663.00 ",111,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Someone has taken their love of scary movies one step too far.,Scream,7,1520,,
346685," $45,000,000.00 ","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",Crime,Drama,Mystery,tt3631112,en,The Girl on the Train,10.22,"[{'name': 'DreamWorks', 'id': 7}, {'name': 'Marc Platt Productions', 'id': 2527}, {'name': 'Reliance Entertainment', 'id': 7294}, {'name': 'Amblin Partners', 'id': 92138}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",October,2016,10/5/2016," $173,185,859.00 ",112,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",2,Released,What you see can hurt you.,The Girl on the Train,6.2,1837,,
10719," $32,000,000.00 ","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",Comedy,Family,Fantasy,tt0319343,en,Elf,8.75,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Gold/Miller Productions', 'id': 1607}, {'name': 'Guy Walks into a Bar Productions', 'id': 2645}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",October,2003,10/9/2003," $173,398,518.00 ",97,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,"This holiday, discover your inner elf.",Elf,6.4,1007,,
312221," $37,000,000.00 ","[{'id': 18, 'name': 'Drama'}]",Drama,,,tt3076658,en,Creed,33.45,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Chartoff Winkler Productions', 'id': 88686}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",November,2015,11/25/2015," $173,567,581.00 ",133,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Your legacy is more than a name,Creed,7.3,1963,,
109443," $50,000,000.00 ","[{'id': 35, 'name': 'Comedy'}]",Comedy,,,tt1229340,en,Anchorman 2: The Legend Continues,7.60,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Gary Sanchez Productions', 'id': 4740}, {'name': 'Apatow Productions', 'id': 10105}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",December,2013,12/18/2013," $173,649,015.00 ",119,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,It's kind of a big deal,Anchorman 2: The Legend Continues,6,940,,
49530," $40,000,000.00 ","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",Action,Thriller,Science Fiction,tt1637688,en,In Time,10.32,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Strike Entertainment', 'id': 655}, {'name': 'New Regency Pictures', 'id': 10104}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",October,2011,10/27/2011," $173,930,596.00 ",109,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Time Is Power,In Time,6.7,3512,,
9600," $30,000,000.00 ","[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",Crime,Comedy,,tt0208003,en,Big Momma's House,7.98,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Regency Enterprises', 'id': 508}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",May,2000,5/31/2000," $173,959,438.00 ",98,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,This FBI agent is going undercover... and he's concealing more than a weapon.,Big Momma's House,5.6,514,,
109431," $35,000,000.00 ","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",Comedy,Crime,,tt2024432,en,Identity Thief,7.32,"[{'name': 'Stuber Productions', 'id': 4403}, {'name': 'Aggregate Films', 'id': 37361}, {'name': 'DumbDumb', 'id': 37362}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",February,2013,2/7/2013," $173,965,010.00 ",111,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,She's having the time of his life,Identity Thief,5.6,1667,,
76285," $90,000,000.00 ","[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",Adventure,Family,Fantasy,tt1854564,en,Percy Jackson: Sea of Monsters,10.34,"[{'name': '1492 Pictures', 'id': 436}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Sunswept Entertainment', 'id': 5219}, {'name': 'Dune Entertainment III', 'id': 6332}, {'name': 'TSG Entertainment', 'id': 22213}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",August,2013,8/7/2013," $174,578,751.00 ",106,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,"Where There Are Gods, There Are Monsters.",Percy Jackson: Sea of Monsters,5.9,1685,,
120467," $30,000,000.00 ","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Comedy,Drama,,tt2278388,en,The Grand Budapest Hotel,14.44,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Indian Paintbrush', 'id': 9350}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'American Empirical Pictures', 'id': 23449}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",February,2014,2/26/2014," $174,600,318.00 ",99,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",2,Released,A perfect holiday without leaving home.,The Grand Budapest Hotel,8,4644,,
49849," $163,000,000.00 ","[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}]",Action,Science Fiction,Thriller,tt0409847,en,Cowboys & Aliens,10.96,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'platinum studios', 'id': 7218}, {'name': 'Reliance Entertainment', 'id': 7294}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'K/O Paper Products', 'id': 7296}, {'name': 'Fairview Entertainment', 'id': 7297}, {'name': 'K/O Camera Toys', 'id': 23300}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",July,2011,7/29/2011," $174,822,325.00 ",119,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,First Contact. Last Stand.,Cowboys & Aliens,5.4,2054,,
7442," $19,000,000.00 ","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",Drama,Crime,Thriller,tt0102945,en,Sleeping with the Enemy,8.56,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",February,1991,2/8/1991," $174,999,005.00 ",99,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",2,Released,Self-Defense is not murder,Sleeping with the Enemy,6.1,228,,
324786," $40,000,000.00 ","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",Drama,History,War,tt2119532,en,Hacksaw Ridge,21.04,"[{'name': 'Icon Productions', 'id': 152}, {'name': 'Permut Presentations', 'id': 455}, {'name': 'Pandemonium', 'id': 8915}, {'name': 'Cross Creek Pictures', 'id': 10246}, {'name': 'Vendian Entertainment', 'id': 50481}, {'name': 'Demarest Media', 'id': 79916}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",October,2016,10/7/2016," $175,302,354.00 ",140,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'en', 'name': 'English'}]",2,Released,One of the greatest heroes in American history never fired a bullet.,Hacksaw Ridge,7.8,3294,,
7350," $45,000,000.00 ","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",Drama,Comedy,,tt0825232,en,The Bucket List,9.07,"[{'name': 'Two Ton Films', 'id': 17049}, {'name': 'Zadan / Meron Productions', 'id': 70994}, {'name': 'Reiner / Greisman Productions', 'id': 86256}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",December,2007,12/25/2007," $175,372,502.00 ",97,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Find the joy.,The Bucket List,7,1138,,
9654," $60,000,000.00 ","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",Action,Crime,,tt0317740,en,The Italian Job,14.00,"[{'name': 'De Line Pictures', 'id': 2609}, {'name': 'Working Title Films', 'id': 10163}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",May,2003,5/30/2003," $176,070,171.00 ",110,"[{'iso_639_1': 'uk', 'name': 'Український'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",3,Released,Get in. Get out. Get even.,The Italian Job,6.6,1949,,
10808," $70,000,000.00 ","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",Comedy,Family,Romance,tt0240462,en,Dr. Dolittle 2,7.91,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Joseph M. Singer Entertainment', 'id': 1301}, {'name': 'Davis Entertainment', 'id': 1302}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",June,2001,6/22/2001," $176,104,344.00 ",87,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,The doctor is in again.,Dr. Dolittle 2,4.9,422,,
9535," $80,000,000.00 ","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",Comedy,Crime,,tt0122933,en,Analyze This,7.63,"[{'name': 'Spring Creek Productions', 'id': 705}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Tribeca Productions', 'id': 11391}, {'name': 'Baltimore Pictures', 'id': 11407}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",March,1999,3/5/1999," $176,885,658.00 ",103,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,New York's most powerful gangster is about to get in touch with his feelings. YOU try telling him his 50 minutes are up.,Analyze This,6.4,512,,
9386," $40,000,000.00 ","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",Action,Drama,Thriller,tt0107206,en,In the Line of Fire,12.64,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",July,1993,7/8/1993," $176,997,168.00 ",128,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,An assassin on the loose. A president in danger. Only one man stands between them...,In the Line of Fire,6.8,392,,
9576," $21,000,000.00 ","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Comedy,Romance,,tt0084805,en,Tootsie,8.45,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Mirage Enterprises', 'id': 932}, {'name': 'Punch Productions', 'id': 2154}, {'name': 'Delphi Films', 'id': 4267}, {'name': 'The Criterion Collection', 'id': 10932}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",December,1982,12/16/1982," $177,200,000.00 ",116,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,What do you get when you cross a hopelessly straight starving actor with a dynamite red sequined dress? You get America's hottest new actress.,Tootsie,6.9,429,,
34544," $110,000,000.00 ","[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",Thriller,Action,Adventure,tt0429493,en,The A-Team,16.75,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Top Cow Productions', 'id': 2528}, {'name': 'Stephen J. Cannell Productions', 'id': 5585}, {'name': 'Big Screen Productions', 'id': 10893}, {'name': 'Phoenix Film Partners', 'id': 10908}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",June,2010,6/10/2010," $177,238,796.00 ",117,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'sw', 'name': 'Kiswahili'}]",5,Released,There Is No Plan B,The A-Team,6.2,1737,,
65057," $20,000,000.00 ","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Comedy,Drama,,tt1033575,en,The Descendants,11.79,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Ad Hominem Enterprises', 'id': 2361}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",September,2011,9/9/2011," $177,243,185.00 ",115,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,The South Pacific ain't that terrific.,The Descendants,6.7,956,,
10184," $40,000,000.00 ","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",Comedy,Romance,Drama,tt1001508,en,He's Just Not That Into You,8.38,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Flower Films (II)', 'id': 19813}, {'name': 'Internationale Filmproduktion Blackswan', 'id': 51190}]","[{'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",February,2009,2/6/2009," $177,259,441.00 ",129,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Are you the exception...or the rule?,He's Just Not That Into You,6.2,988,,
9919," $50,000,000.00 ","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Comedy,Romance,,tt0251127,en,How to Lose a Guy in 10 Days,5.19,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",February,2003,2/7/2003," $177,371,441.00 ",116,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,One of them is lying. So is the other.,How to Lose a Guy in 10 Days,6.3,873,,
41436," $3,000,000.00 ","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Horror,Thriller,,tt1536044,en,Paranormal Activity 2,7.39,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'Solana Films', 'id': 21223}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",October,2010,10/20/2010," $177,512,032.00 ",91,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,In 2009 you demanded it. Nothing can prepare you for what's next.,Paranormal Activity 2,5.7,734,,
57212," $66,000,000.00 ","[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",Drama,War,,tt1568911,en,War Horse,8.17,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Reliance Entertainment', 'id': 7294}, {'name': 'Kennedy/Marshall Company, The', 'id': 7383}, {'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",December,2011,12/25/2011," $177,584,879.00 ",146,"[{'iso_639_1': 'th', 'name': 'ภาษาไทย'}, {'iso_639_1': 'en', 'name': 'English'}]",2,Released,Separated by War. Tested by Battle. Bound by Friendship.,War Horse,7,1016,,
10398," $70,000,000.00 ","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",Crime,Drama,Mystery,tt0150377,en,Double Jeopardy,10.88,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",September,1999,9/24/1999," $177,841,558.00 ",105,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Murder isn't always a crime.,Double Jeopardy,6.2,282,,
339846," $69,000,000.00 ","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",Action,Comedy,,tt1469304,en,Baywatch,35.64,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Montecito Picture Company, The', 'id': 4607}, {'name': 'Flynn Picture Company', 'id': 34081}, {'name': 'Fremantle Productions', 'id': 62029}, {'name': 'Seven Bucks Productions', 'id': 73669}, {'name': 'Skydance Media', 'id': 82819}, {'name': 'Uncharted', 'id': 90835}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",May,2017,5/12/2017," $177,856,751.00 ",116,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,"Don't worry, summer is coming",Baywatch,6.1,1829,,
9574," $80,000,000.00 ","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",Comedy,Family,Science Fiction,tt0119137,en,Flubber,7.02,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Great Oaks Entertainment', 'id': 2173}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",November,1997,11/26/1997," $177,977,226.00 ",93,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Catch it if you can!,Flubber,5.3,707,,
142," $14,000,000.00 ","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Drama,Romance,,tt0388795,en,Brokeback Mountain,11.79,"[{'name': 'River Road Entertainment', 'id': 1246}, {'name': 'Alberta Film Entertainment', 'id': 3997}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Good Machine', 'id': 10565}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",September,2005,9/2/2005," $178,043,761.00 ",134,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Love is a force of nature.,Brokeback Mountain,7.5,1531,,
9869," $45,000,000.00 ","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",Drama,Action,Thriller,tt0105112,en,Patriot Games,11.08,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Mace Neufeld Productions', 'id': 2767}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",June,1992,6/4/1992," $178,051,587.00 ",117,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Not for honor. Not for country. For his wife and child.,Patriot Games,6.4,440,,
13027," $80,000,000.00 ","[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",Mystery,Thriller,Action,tt1059786,en,Eagle Eye,14.32,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'K/O Paper Products', 'id': 7296}, {'name': 'Goldcrest Pictures', 'id': 11843}, {'name': 'KMP Film Invest', 'id': 20157}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",September,2008,9/25/2008," $178,066,569.00 ",118,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Don't walk. Run.,Eagle Eye,6.3,1038,,
9619," $116,000,000.00 ","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",Action,Adventure,Thriller,tt0118928,en,Dante's Peak,7.24,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Pacific Western', 'id': 1280}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",February,1997,2/7/1997," $178,127,760.00 ",108,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,The pressure is building...,Dante's Peak,5.8,445,,
4257," $45,000,000.00 ","[{'id': 35, 'name': 'Comedy'}]",Comedy,,,tt0362120,en,Scary Movie 4,13.10,"[{'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",April,2006,4/13/2006," $178,262,620.00 ",83,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Bury the grudge. Burn the village.  See the saw.,Scary Movie 4,5.3,779,,
1406," $27,000,000.00 ","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",Action,Adventure,Comedy,tt0101587,en,City Slickers,7.33,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'Castle Rock Entertainment', 'id': 97}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",June,1991,6/7/1991," $179,033,791.00 ",112,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",2,Released,Yesterday They Were Businessmen. Today They're Cowboys. Tomorrow They'll Be Walking Funny.,City Slickers,6.2,232,,
9480," $78,000,000.00 ","[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",Fantasy,Action,Crime,tt0287978,en,Daredevil,11.42,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'Marvel Enterprises', 'id': 19551}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",February,2003,2/14/2003," $179,179,718.00 ",103,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'el', 'name': 'ελληνικά'}]",3,Released,A Guardian Devil,Daredevil,5,1551,,
824," $52,500,000.00 ","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",Drama,Music,Romance,tt0203009,en,Moulin Rouge!,13.69,"[{'name': 'Bazmark Films', 'id': 240}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",March,2001,3/9/2001," $179,213,434.00 ",127,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",3,Released,No Laws. No Limits. One Rule. Never Fall In Love.,Moulin Rouge!,7.4,1348,,
262504," $110,000,000.00 ","[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",Adventure,Science Fiction,,tt3410834,en,Allegiant,18.39,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Mandeville Films', 'id': 10227}, {'name': 'Red Wagon Entertainment', 'id': 14440}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",March,2016,3/9/2016," $179,246,868.00 ",121,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Break the boundaries of your world,Allegiant,5.9,2064,,
8698," $78,000,000.00 ","[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",Fantasy,Action,Thriller,tt0311429,en,The League of Extraordinary Gentlemen,10.49,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'JD Productions', 'id': 475}, {'name': 'International Production Company', 'id': 1507}, {'name': 'Angry Films', 'id': 12087}, {'name': 'Mediastream Dritte Film GmbH & Co. Beteiligungs KG', 'id': 19352}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",July,2003,7/11/2003," $179,265,204.00 ",110,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",3,Released,The power of seven become a league of one.,The League of Extraordinary Gentlemen,5.7,1181,,
76493," $65,000,000.00 ","[{'id': 35, 'name': 'Comedy'}]",Comedy,,,tt1645170,en,The Dictator,7.45,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",May,2012,5/15/2012," $179,379,533.00 ",83,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}]",2,Released,kurd,The Dictator,5.9,1789,,
